Title,Discipline,Article URL,PDF URL,Abstract
View of Personal Name Trends in Independent Zambia: A Reflection on the Fluidity of Living Heritage,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/381/347,https://journals.unza.zm/index.php/JLSS/article/download/381/347,"Abstract
Personal name usage in Zambia, as is common elsewhere, has undergone changes – 
reflecting the overall cultural and historical changes in the nation. This article identifies the 
changes which took place in personal naming patterns in Zambia since independence and 
discusses the wider socio-cultural and political factors which caused the changes in personal 
naming patterns in independent Zambia. The period after independence in 1964 represents 
a complex of various interacting histories of the nation, which have significantly impacted 
naming patterns. These include, transitions from mandatory requirement for adherents 
of the Roman Catholic Church and other Christian organisations to adopt baptismal 
names of European saints and enforcement, by school authorities, of usage of European 
first names by indigenous Northern Rhodesians during British colonial domination, to 
freedom to choose first names following political independence. Further developments 
include the closer mingling of local tribes/languages, the rise of charismatic churches, and 
Islam, among others. The methodology includes quantitative text analysis of the publicly 
available comprehensive University of Zambia (UNZA) graduate directory which contains 
names of all the institution’s graduates for the fifty-year period from its foundation in 1966 
to 2016. This work samples 2504 names extracted from the graduate directory between 
1976 and 2016 in ten-year-intervals as follows: 1976, 1986, 1996, 2006 and 2016. The 
highest institution of learning in Zambia is located in the capital, Lusaka. UNZA students 
are drawn from multi-ethnic backgrounds, mostly featuring Zambian language groups. The 
period under consideration includes both people who were born/named before and after 
independence. Other methods used in the context of the wider thesis were ethnographic 
field interviews with 23 respondents in Chongwe, Kafue and Lusaka districts, and personal 
communication with seven others by electronic means. Among the field respondents, four 
were aged between their mid-60s and 73, while the rest were of varying ages between 20 and 
52. The purposive selection criteria for the four elderly participants included age – those 
who had some experience of life under British colonial rule. The other group was randomly 
selected, observing balance in gender, socio-economic status and political views. The study 
confirms an increase in the usage of first names drawn from local languages. Over the study 
period, usage of indigenous Zambian personal names increased from 7.9 per cent to 31.6 per 
cent. The study also shows different generic patterns of first name usage among the different 
ethnic groups."
View of A Critical Review of Ideological Trends in the Study of Zambian Literature in English,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/386/349,https://journals.unza.zm/index.php/JLSS/article/download/386/349,"Abstract: 
Two ideologically divergent schools of thought have emerged in the study of Zambian 
literature in English. The first one rooted in imperialist doctrines emerged in the early 1980s 
and continues to influence many studies on Zambian literature to this day. The second one 
with a clear object of the renaissance of world literatures like that of Zambia is recent. 
It begun towards the end of the second decade of the 2000s and challenges the first one. 
This paper gives a critical discussion of studies that constitute and mark these two trends. 
It is a desktop research that employs the documental analysis informed by the historical 
cultural materialism theory. It concludes that the imperialist school of thought overlook 
and impoverish our understanding of the wider ideological and political context in which 
Zambian literature in English has and is evolving and the world literary scene on which we 
encounter it. Then, the renaissance school of thought does not just remedy this ideological 
problem but creates an opportunity for us to study Zambian literature in English as a distinct 
local realist tradition that is organically developing and in transition.
Key words: Ideology, Imperialism, Renaissance, Zambian Literature"
View of Inclusion or Exclusion? Critical Needs of Hearing Impaired Learners during an English Reading Comprehension Lesson,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/384/348,https://journals.unza.zm/index.php/JLSS/article/download/384/348,"Abstract
Drawing on the social inclusion theoretical model, this study examines critical needs of 
hearing impaired learners during an English reading comprehension lesson. Some of the 
challenges that hearing impaired learners experience arise due to their exclusion from 
activities, participation and access. The study utilised qualitative approaches through 
semi-structured interviews. A total of twenty-six participants from three secondary schools 
located in the northern region of Malawi participated in this study as follows: seven 
regular teachers, two specialist teachers, two resource persons and fifteen hearing impaired 
learners. The results reveal that most hearing impaired learners do not manage to attain all 
reading comprehension objectives. Although teachers use a combination of strategies during 
a reading comprehension lesson, they do not utilise strategies that promote higher-order 
cognitive thinking skills. Finally, the results reveal that hearing impaired learners encounter 
several challenges some of which may be avoided if teachers embrace inclusive practices. 
The results have implications for stakeholders, teachers and researchers as follows: there 
is a need to improve the inclusive system of education by providing in-service training for 
teachers and employing competent specialist teachers and resource persons to facilitate 
the learning of hearing impaired learners. There is also a need to improve the learning and 
teaching facilities for inclusive schools as teachers and learners bemoan lack of teaching 
and learning materials suitable for hearing impaired learners. Teachers would be able to 
overcome some of the barriers to participation and learning which arise due to inadequate 
teaching and learning resources. Further research should be carried out to check people’s 
understanding of the agenda of inclusive schools. 
KEY WORDS:  hearing impairment, hearing impaired learner, inclusion, exclusion"
View of Through the Eyes of the Lion: A Call to Relevance,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/443/390,https://journals.unza.zm/index.php/JLSS/article/download/443/390,Abstract not found
"View of Digitalising Indigenous Languages: Productivity, Accessibility and Mobility in The Global South",Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/472/430,https://journals.unza.zm/index.php/JLSS/article/download/472/430,Abstract not found
View of Eponymic Place Names in Zambia: A Critical Toponymies Perspective,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/442/394,https://journals.unza.zm/index.php/JLSS/article/download/442/394,"Abstract
This study examines eponymic place names in Zambia, specifically focusing 
on names of international airports and national stadia. Names of these 
features have been selected for study because in 2011, they had been 
subjected to changes. The study brings out the doubled nature of this name 
change by the Patriotic Front regime: to commemorate Zambia’s heroes 
and to entrench their political stamina. To successfully bring out the double 
edged nature of place name change by the Patriotic Front regime, the 
study engages Critical Toponymies Theory, a theory which considers place 
names as social artefacts which are caught up in a web of social conflict, 
implicating them as key players in (re)producing unequal socio-political 
power balance, an aspect which can be viewed as a social problem. The 
study argues that names of key national places or features in Zambia, 
banal and mundane as they may appear, are implicated in formulating and 
perpetuating social classes and power imbalance in the country because 
they are agents that promote the ideologies, aspirations and worldview of 
the ruling elites."
View of The Tonga Art of Kulibanda: A Literary and Linguistic Analysis,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/450/396,https://journals.unza.zm/index.php/JLSS/article/download/450/396,"Abstract
Framed within the broader context of two not so related theoretical lenses 
– literary theory and linguistic theory – the paper seeks to characterise 
Tonga practice of kulibanda as a language-based artistic expression for 
its sociocultural, literary and linguistic significance among the Tonga 
people. Couched within Austin’s speech act theory, Levison’s politeness 
principle and literary theory, this brief assessment attempts to bring into 
the spotlight unique characteristics of kulibanda, which in ordinary speech 
would be judged as flouting the maxims of politeness, deference and cultural 
appropriateness. Having considered the material potency of kulibanda 
collected from online platforms and occurring in real-life situation, it is 
insightful to conclude that the artistic clamour, stylistic flexibility and the 
linguistic sensibilities of kulibanda transform this piece of art beyond its 
traditional theoretical enclave of oral literature into the structured linguistic 
materiality for a shared sociocultural knowledge, histories and meaning 
making enterprise among the Tonga people."
View of Didactic Titles in Literature: A Look at Selected Zambian-Language Literary Works,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/448/397,https://journals.unza.zm/index.php/JLSS/article/download/448/397,"Abstract
This paper is a descriptive exploration of selected titles of Zambian-
language literary works that contain in them didactic aspects, that is, 
forms of general advisory statements and proverbs/sayings as actual titles 
of the particular books. It demonstrates that the use of proverbial titles 
makes these works of fiction more concerned with didacticism rather than 
entertainment. This moralistic disposition which apparently seems to be 
a trademark of many authors in Zambian languages is a manifestation of 
the influence of traditional African orature in general and Zambian oral 
cultures in particular which places emphasis on the teaching of moral values 
in storytelling. This paper is guided by two literary theoretical approaches 
namely: the sociological approach which posits that literature should act 
as a mirror of society as well as to provide solutions for the society; and 
the ethical approach especially the idea that art should be morally sound."
View of Exploring New Scientific Methods in the Teaching and Learning of Sesotho,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/452/399,https://journals.unza.zm/index.php/JLSS/article/download/452/399,"Abstract
Teaching and learning of languages especially modern languages, be they 
L1, L2 or L3, continue to evolve and shift from the traditional approach 
where the physical instructor was key to the educational process to 
contemporary interactive digital approaches that give the learn a certain 
amount of confidence and autonomy. However, this is not the case in Lesotho 
where the approach in the teaching and learning of Sesotho has arguably 
been traditional, despite the fact that Sesotho is not only the official 
language but also the only indigenous language spoken across the country. 
This article concerned with problems related to teaching and learning of 
Sesotho through the use of traditional methods. It argues that contemporary 
approaches would render the language much more accessible to the masses 
locally and internationally, particularly in the information age. Secondly, 
new methods would help re-document the language with all the indigenous 
knowledge and savoir-faire proper to the language and culture of Basotho. 
The article explores possible avenues of electronic language documentation 
and digitisation with the aim of improving the teaching and learning of 
Sesotho in formal academic establishments and in informal settings 
generally meant for foreign agents working or representing international 
non-governmental organisations (NGOs) in the rural areas of Lesotho. This 
is where citizens may know how to read and right but not be particularly 
conversant in the second official language - English. Finally, the article 
advocates for collaboration between computer scientists and linguists with 
the objective of developing an on-point Sesotho language software that 
supports regulated online language learning platforms."
"View of Affrication of Voiced Labials (/B, V/) in Changana",Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/447/398,https://journals.unza.zm/index.php/JLSS/article/download/447/398,"Abstract
This article describes and analyses the frication of the voiced labial 
consonants (/b/ and /v/) in Changana, a Bantu language (S53, in Guthrie’s 
1967-1971 classification). In the light of the autosegmental phonology (Leben 
1973, 1978, 2006; 1973, Goldsmith 1976, 2004; Odden 1986) combined with 
the Feature Geometry theory, the article discusses phonological processes 
that turn voiced labials into labial-alveolar affricate [bz]. In this study, we 
assume that the process of hiatus resolution by gliding is the trigger of the 
alteration under analysis. That is, when derivative suffixes with low vowel 
(/a/) and the high front vowel (/i/) in the initial position are attached to 
words with rounded vowels (/o, u/) in final position in some morphological 
processes such as diminutivisation and locativisation, the results are 
undesirable sequences (hiatus). In order to resolve such hiatus, a series 
of phonological processes such as the turning of the rounded vowel in the 
word final position into labial-velar glide allowing the adjacency of voiced 
labials with labial glide which violates the Obligatory Contour Principle 
(OCP) takes place.  The present study analyses the OCP using empirical 
Changana data collected both in the fieldwork supplemented by data from 
other sources including bibliographical and introspective data. The article 
is organised as follows. Firstly, it discusses the theoretical framework; 
secondly it analyses the Hiatus Resolution in Changana; thirdly, it analyses 
the data and lastly, it presents the main conclusions of the study."
View of An Exploratory Study of Language Use and Preferences among Nursing Lecturers and Students at Mzuzu University in Malawi,Law,https://journals.unza.zm/index.php/JLSS/article/view/454/401,https://journals.unza.zm/index.php/JLSS/article/download/454/401,"Abstract
This article reports on the insights gained from multilingual nursing 
lecturers and students at Mzuzu University in Malawi on the languages 
they use and prefer in a classroom setting. Research (Setati, Chitera and 
Essien, 2009; Chowdhury 2012) has found that both lecturers and students 
in multilingual and multicultural settings favour code-switching practices 
in the classroom setting. Code-switching is, therefore, an important 
phenomenon, which researchers should continue exploring because of 
the several distinctive attributes associated with it.  The study adheres to 
qualitative and quantitative designs through the use of a questionnaire 
and follow-up interviews as methods of data collection. The results reveal 
that both lecturers and students favour code-switching from English to 
Chichewa during lectures. From both lecturers’ and students’ perspectives, 
code-switching helps to translate and clarify difficult concepts. It also 
helps to prepare students for the nursing profession. The study has some 
practical and pedagogical implications. On the one hand, it contributes 
some meaningful insights for language planners and policy-makers; on 
the other hand, the study sheds important light on the need to include the 
workplace dimension during language in education and language planning 
conversations. This study is also important because it addresses the issue of 
how code-switching might effectively be exploited as a communicative and 
pedagogical resource in instruction."
View of Our Elders Never Lie: The Metaphor Power Base of Proverbs among the Tonga Speaking People of Zambia And Zimbabwe,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/444/400,https://journals.unza.zm/index.php/JLSS/article/download/444/400,"Abstract
This article seeks to explore ways through and extent to which the use 
of proverbs inspires confidence in the youth towards their elders in the 
African society in general and the Valley Tonga of Zambia and Zimbabwe 
in particular. The Achebean saying that ‘proverbs are the palm oil with 
which words are eaten,’ does not only point to the fact that proverbs make 
ordinary speech aesthetically pleasant to the ear but also that the wisdom 
contained therein is culturally/socially accepted.  The effective and efficient 
deployment of proverbs in this regard earns the user respect from targets 
of his address. The article analyses various ways in which proverbs are 
incorporated in everyday speech and how these in turn, enhance chances 
of delivering the intended message successfully among the Valley Tonga 
communicators. In most cases, when a Tonga speaker wishes to delegate 
presentation of a complex matter to the proverb, they attribute the wisdom 
to the Tonga society of yester years. This tendency, the article concludes, 
removes personalities from the proverb while promoting objective analysis 
of the situation by those addressed. The article examines selected proverbs 
in terms of structure, pattern of usage, types of images/metaphors used 
and their expected impact. The article applies a triangulation theoretical 
framework of Appraisal, Ethnopoetics and Afrocentricity theories to 
delineate the communicative intent of the proverber.  Together, the theories 
look at social functions of the language rendered by performers of the oral 
arts."
View of Developing an Areal View of Intonation in Eastern Bantu,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/446/428,https://journals.unza.zm/index.php/JLSS/article/download/446/428,"Abstract
This paper is an initial attempt at trying to synthesise the state-of-art in 
the study on intonation in Bantu languages. The goal is to specifically 
investigate what central features emerge in the comparison of four 
Bantu languages to allow us to formulate a hypothesis on areal features 
and variation in Eastern Bantu languages. The base language used 
for the comparison is Bemba, for which details of local intonational 
effects such as final lowering in utterances, as well as global effects, 
such as pitch range expansion in questions, are provided. These same 
questions are compared and contrasted with findings in the literature on 
Chichewa, Tumbuka and Shingazidja. The results show that there are a 
number of areas of symmetry and areas of contrast, which allow us to 
begin to define features where we can expect parametric variation in 
Eastern Bantu languages."
View of A Discursive Analysis of Begging Discourse by the Visually Impaired in Zimbabwe,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/449/391,https://journals.unza.zm/index.php/JLSS/article/download/449/391,"Abstract 
The article seeks to explore the societal perceptions and interpretations of the 
discourse used by the visually impaired people when begging in Zimbabwe. 
The paper analyses the expression of words in speech and songs during the 
begging process. The study emerges out of the realisation that there is a high 
rate of people with visual impairment begging in streets and buses. These 
people use spoken discourse through singing and chanting when begging 
from the society. Despite the economic hardships in Zimbabwe, the visually 
impaired are always begging and highly active on a daily basis. It is against 
this realisation that the article focuses on how this discourse is perceived 
and interpreted by different people in Zimbabwean societies. The paper 
provides a socio linguistic analysis of the language used during begging 
by the visually impaired. The main focus is on the societal perceptions 
and interpretations of the discourse used by the visually impaired people 
when begging. The article uses a qualitative research methodology with  
purposive sampling technique employed to gather data from the passengers 
in buses, the visually impaired and their guides and from bus drivers and 
conductors. Random selection of some people was also done to get their 
perceptions and interpretations on the discourse by the visually impaired 
people in the streets. Guided by the critical discourse analysis theory, the 
paper argues that the discourse used by the visually impaired is largely 
‘politicised’ so as to appeal to people’s minds and get the assistance they 
need."
"View of Allusiveness, Language and Imagery in Francis Moto's Gazing at The Setting Sun",Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/451/392,https://journals.unza.zm/index.php/JLSS/article/download/451/392,"Abstract
Francis Moto is a Malawian writer who has published poetry both in 
vernacular (Chichewa) and in English. His poetry in English appears in 
a collection titled Gazing at the Setting Sun published in 1994, the year 
Malawians voted Dr Hastings Kamuzu Banda and his Malawi Congress 
Party (MCP) out of power. Besides recording the suffering of Malawians 
during the autocratic leadership of the first post-independence president, 
Dr Banda, and remembering the author’s childhood experiences, the poetry 
also celebrates Malawi’s political transformation from one party rule to 
multiparty democracy in the early 1990s. In the poems, Moto also looks to 
the future with a sense of hope for a better society where human rights and 
the rule of law will be respected. This article analyses Moto’s poems with 
the aim of celebrating his successes as a poet. This is done by focusing on 
his more successful poems in terms of style. It is argued in this article that 
the success of some of Moto’s poems in Gazing at the Setting Sun depends 
on his allusions to and evocations of dictatorship and political change in 
Malawi. These evocations and allusions depend on his imagery and choice 
of words and expressions. In the analysis of the poems, close reading with 
a particular focus on style is done. The discussion is in two parts. The first 
part discusses Moto’s poems that allude to the dictatorial reign of Dr Banda 
in Malawi and the second part provides a discussion of Moto’s imagery in 
relation to his evocation of political change."
View of VN Phrasal Compounds in Cinyanja,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/453/393,https://journals.unza.zm/index.php/JLSS/article/download/453/393,"Abstract
This article aims at discussing verb-noun compounds with a locative prefix 
in the nominal part of the compounds in Cinyanja. The singular and plural 
forms of the compounds have been presented to show that the complex 
forms are nouns. With regard to the internal structure, the compounds 
show that they have a phrasal structure. Since verb-noun compounds in 
this study resemble the structure of synthetic compounds in English, the 
analysis of these words followed the syntactic approach. The results show 
that internally, the compounds with a locative have a verb phrase internal 
structure, and follow the verb-argument word order. In the syntactic 
context, it is shown that the compounds with the phrasal internal structure 
function as determiner phrases because they can appear in the subject and 
object positions in simple sentences and relative clauses. Further, the entire 
compound word can be modified by adjectives, and be coordinated with 
simple nouns, which suggests that the compounds with a locative are indeed 
determiner phrases. Finally, with the application of the lexical integrity 
hypothesis, the results reveal that the compounds with the locative in the 
nominal part are genuine compounds because they adhere to the lexical 
integrity principle."
View of The Robotic Man by Habit: An Existential Analysis of Albert Camus’ The Misunderstanding,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/445/395,https://journals.unza.zm/index.php/JLSS/article/download/445/395,"Abstract
Human existence is essentially characterised by habit. It is habit that 
carries us most of the times, from one day to another as our daily activities 
are mostly routine in nature. As Albert Camus (1942) notes, most of our 
daily activities are commanded by habit. This is why Camus compares the 
human condition to that of Sisyphus. Camus submits that like Sisyphus, the 
same rhythm carries us from one day to another and this makes our actions 
automatic, if not robotic. Furthermore, Camus notes that habit usually 
leads to monotony, boredom and meaninglessness of our actions. This is 
what he refers to as the absurdity of human existence; a feeling of futility we 
may experience when we become aware of the repetitiveness of our routines 
and rituals (Craig, 2005); grosso modo, a lack of fundamental meaning 
in life. In this paper, our analysis of Camus’ play, ‘The Misunderstanding’ 
(1943) is hinged upon Sartre’s existentialism, which has close affinities with 
Camus’ philosophical concept of the absurd. In ‘Being and Nothingness’ 
(1943), Sartre submits that the problem of being is the most important 
phenomenological problem. According to Sartre, there are  essentially, two 
modes of existence; Being-in-itself and Being-for-itself. Being-in-itself is 
the type of being that objects in this world have; for example, Being-for-
itself is the being of human beings. In this article, we have submitted that 
habit robotises the characters in Camus’ play in that it (habit) transforms 
them into Being-in-itself whose existence is passive and absurd."
View of Selected Areas Zambia Needs to Develop to Satisfy Citizens' Future Aspirations,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/440/379,https://journals.unza.zm/index.php/JLSS/article/download/440/379,Abstract not found
View of From Languages in Competition to Languages in Complementation: Accounting for Language-in-Education Policy Formulation and Implementation in Zambia 1964 - 2014,Political Science,https://journals.unza.zm/index.php/JLSS/article/view/436/378,https://journals.unza.zm/index.php/JLSS/article/download/436/378,Abstract not found
View of Etiology and Manifestation of Dyslexia among Grade Six Pupils in Eastern Zambia,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/431/386,https://journals.unza.zm/index.php/JLSS/article/download/431/386,Abstract not found
View of Effect of Incarceration on Children's Cognitive Development,Development Studies,https://journals.unza.zm/index.php/JLSS/article/view/430/387,https://journals.unza.zm/index.php/JLSS/article/download/430/387,Abstract not found
View of Learning to Read in English in Different Environments: A Case of Selected Schools in Lusaka and Mufulira Districts,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/433/385,https://journals.unza.zm/index.php/JLSS/article/download/433/385,Abstract not found
View of Pathways to Alcohol Abuse by School Going Adolescents: A Case Study of Chibombo District of Zambia,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/432/388,https://journals.unza.zm/index.php/JLSS/article/download/432/388,Abstract not found
View of An Evaluation of the Effectiveness of Communication Strategies for Achieving Millennium Development Goals in Zambia,Development Studies,https://journals.unza.zm/index.php/JLSS/article/view/438/389,https://journals.unza.zm/index.php/JLSS/article/download/438/389,Abstract not found
View of An Investigation into the Challenges Encountered by the University of Zambia in the Implementation of Extension Education: A Case of North Western Province,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/435/380,https://journals.unza.zm/index.php/JLSS/article/download/435/380,Abstract not found
View of Teacher Preparedness to Utilize Emergent Literacy for Teaching Initial Literacy in Selected Schools of Mansa District,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/393/351,https://journals.unza.zm/index.php/JLSS/article/download/393/351,"ABSTRACT 
Effective teaching of initial literacy in Grade 1 demands more of the teacher’s attention to 
pupils’ emergent literacy skills and consideration of how they learn. The emergent literacy 
skills children acquire lay a firm foundation for their learning to read and write in the 
conventional sense. Some of the skills that children develop under emergent literacy 
include phonological awareness and phonological sensitivity, which give children the 
ability to hear, recognize, manipulate and distinguish the sounds of the language they have 
acquired. These are key language skills which teachers will need to utilize in their teaching 
of reading and writing skills to Grade 1 learners in the classroom.  
A study was carried out whose purpose was to investigate whether primary school teachers 
in Mansa District utilized emergent literacy skills in their teaching of conventional reading 
and writing skills to the learners in Grade 1 considering the fact that emergent literacy lays 
a firm and solid foundation for continuous development of the literacy skills. The study 
was a descriptive survey and qualitative in nature since it required the researcher to 
describe the state of affairs as found and observed in their natural setting in the research 
sites. The qualitative methods of data collection and analysis were used. The sample for 
this study comprised 62 Grade 1 teachers and 3,594 Grade 1 primary school pupils. Only 
those schools teaching initial literacy in the local familiar language using the Breakthrough 
to Literacy (BTL) methodology were targeted for this research.  
The findings indicated that: (1) Teachers lacked knowledge about emergent literacy and 
did not know how useful it was for continuous literacy development among the children. 
(2) Most of the teachers ignored pupils’ prior literacy knowledge and considered their 
learners as complete illiterates who knew nothing about literacy skills. (3) Teachers never 
designed extra teaching and learning materials for teaching literacy. Rather, they relied on 
the New Breakthrough to Literacy (NBTL) kit materials. (4) The class sizes were large and 
meaningful scaffolding was lacking in most of the classes.  
This study concluded that the Ministry of Education in Zambia should consider emergent 
literacy as the foundation for conventional literacy development in Grade 1. One 
recommendation was that teachers should be equipped with knowledge of emergent 
literacy through deliberate training. They need to understand and appreciate emergent 
literacy as an essential body of knowledge to be utilized  for successful conventional 
literacy development among Grade 1 learners."
View of Factors Affecting Academic Performance of In-Service Students in Science Education: A Case of The University of Zambia,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/439/384,https://journals.unza.zm/index.php/JLSS/article/download/439/384,Abstract not found
View of A comparative Study of Survival Strategies used by the Aged in Rural and Urban Areas: A case of Chongwe and Lusaka Districts,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/437/377,https://journals.unza.zm/index.php/JLSS/article/download/437/377,Abstract not found
"View of Women, Environment and the Emerging Transformation of Society",Sociology,https://journals.unza.zm/index.php/JLSS/article/view/471/429,https://journals.unza.zm/index.php/JLSS/article/download/471/429,Abstract not found
View of Legal Societal System Intervention Trauma to Child Sexual Abuse Victims Following Disclosure in the Lusaka Urban District of Zambia,Law,https://journals.unza.zm/index.php/JLSS/article/view/365/329,https://journals.unza.zm/index.php/JLSS/article/download/365/329,"ABSTRACT
The rigorous hospital, police and legal procedures through which sexually abused 
children go through can further increase the level of trauma if not done professionally. 
If these procedures are performed in a sensitive and knowledgeable manner this can 
lead to an expedited healing process for the child who is sexually traumatised.  Trauma 
is not just a health hazard but a condition that can impair full disclosure of required 
details by a child who has been sexually abused.
In Phase 1, four in-depth case studies of children who were sexually abused were 
carried out using the qualitative method of one to one oral interviews.  Phase II 
involved an investigation into the relationship between societal interventions such 
as court procedures and trauma levels in fifty sexually abused children.  The tool that 
was used to assess or to measure the level of trauma and determine the amount of 
stress experienced by each child was the Trauma Symptoms Checklist for children. 
This instrument was developed by John Biere (1989).  The data obtained was analysed 
using descriptive analysis.
The police officers, the social workers and health workers indicated that they 
had interviewed  50 per cent of the sexually abused children three times while the 
remaining 10 per cent reported to have been interviewed more than three times.  It 
was further reported that each child had an average of three cross examinations in the 
courts of law.  The Trauma Symptoms Check List revealed that twenty five (50%) 
of sexually abused children who had been separated from their primary care-givers 
exhibited more stress and trauma than their counterparts.  It was also found that fifteen 
of the sexually abused children who were taken to the juvenile courts of law exhibited 
less stress and trauma than their colleagues who were taken to the regular adult courts. 
It was also observed that 75 per cent of the sexually abused children who indicated 
that they had trusting relationships with the professionals expressed being at ease with 
them.
This study indicates that certain types of societal system interventions such 
as multiple questioning, more than three interviews, child-mother or care-giver 
separation, inadequate trust during the investigation, court procedures and social 
service phases, further traumatised sexually abused children.
Key words: Trauma, Societal Interventions, Sexual Abuse Disclosure."
View of Factors Affecting Use of the Female Condom Among Sexually Active Women in Chongwe District: A Case of Chongwe and Kanakantapa Wards,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/362/345,https://journals.unza.zm/index.php/JLSS/article/download/362/345,"ABSTRACT
The purpose of this study is to investigate and bring out the factors that affect use 
of the female condom among sexually active women in Chongwe District. The 
female condom even though widely publicised still remains the least used method 
of contraception. Based on the 2007 Demographic and Health Survey Statistics, in 
Zambia alone, use only counts for an alarming 2 per cent of the total women population 
(Demographic & Health Survey 2007). This highlights the fact that use among women 
is very low and this article investigates why use is low. 
The study establishes what factors affect use and the study takes place in Chongwe 
District which provides a fair and general representation of the country’s population. 
Both qualitative and quantitative approaches were used for the present study. 
A Descriptive case study method was employed in the study. This method was used 
because it looks at individuals, groups, institutions, methods and materials in order to 
describe, compare, contrast, classify, analyse and interpret the entities and the events 
that constitute their various fields of enquiry. A sample of 250 Chongwe residents 
both male and female was selected from both Chongwe and Kanakantapa Wards. 
A Cluster sampling method was employed to select the two Wards Chongwe and 
Kanakantapa.  A list was obtained from organisations (markets, schools, hospitals, 
council and police) and a sampling frame created. Simple random technique was used 
to select the total sample of 250 residents.
Questionnaires and interviews were used to collect the data. This method is 
appropriate and used because it enables the researcher avoid biases in collecting 
data and to have a full picture of what is really happening concerning the activities 
surrounding the use of the female condom. 
The results show that attitudes, perceived barriers, knowledge and male partner 
influence all have an effect on female condom use. It was also found that attitudes 
towards female condom use were very poor in Chongwe district. The majority 
(46.7%) were not interested in the female condom at all with only (20%) showing 
interest and (33.3%) not sure whether or not they liked it or accepted it. The response 
on knowledge on the other hand was very positive with 70 per cent claiming to have 
knowledge of the female condom and only 30 per cent having no idea at all. This 
result proves that knowledge of the female condom still remains high."
View of Girl Child Sexual Abuse in Lusaka Urban,Unclassified,https://journals.unza.zm/index.php/JLSS/article/view/366/331,https://journals.unza.zm/index.php/JLSS/article/download/366/331,"ABSTRACT
The study on girl child sexual abuse and whose findings are presented in this article 
was conducted in 2010 as an academic requirement for the purpose of completing a 
Master’s degree in Gender Studies at the University of Zambia.
This article outlines issues of sexual abuse and the various reasons why under-age 
girls are more vulnerable to sexual abuse, cultural beliefs with regard to sexual abuse, 
gender and power relations and sexual abuse, and existing community programmes and 
knowledge levels, and institutional mechanisms of the sexual abuse case reporting in 
Lusaka urban. The article has drawn conclusions and recommendations for enhancing 
the protection of the children against child sexual abuse. By conducting a study that 
comprehensively assesses the types of programmes and perceived implementation 
gaps from Lusaka, this report poses specific policy and structural recommendations 
on how best to address the existing problem of increased vulnerability of under-age 
girls to sexual abuse.  
Child sexual abuse is a form of abuse in which a child is abused for the sexual 
gratification of an adult or older adolescent (CHIN, 2005: 53). Child sexual abuse is 
the actual or the likely sexual exploitation of a child and includes rape, incest and all 
forms of sexual activity (VSO, 2008: 2). In Zambia, anyone under the age of sixteen 
is classified as a child. 
Researchers cite various reasons why child sexual abuse is so common: Gender 
power relations (patriarchy views which place women and children in lower positions), 
poverty, a legacy of violent homes, power relations between children and adults, and 
cultural beliefs.
The research was an exploratory study undertaken in Lusaka urban and endeavored 
to explore why the problem of sexual abuse was persistent and why under-age children 
were vulnerable to it. Using purposive and simple random sampling, a sample size of 
seventy was arrived at and both qualitative and quantitative approaches of research 
were employed. The data was then analysed manually and by Statistical Package for 
Social Science (SPSS).  
The institutions visited were: Ministry of Community Development and Social 
Welfare, Women and Law in Southern Africa Trust, The Child Protection Unit of 
the Zambia Police Service, Young Women Christian Association, Isubilo Orphanage 
and Drop-in Centre and Jesus Cares Ministries Orphanage. Additionally, community 
members from Chawama, Mtendere and Kabwata compounds were interviewed for 
more insight into the study."
